TIME OF FLIP,STARTED,LANDED
22/04/18 22:57:33,t,t
22/04/18 22:57:35,t,h
22/04/18 22:57:38,t,t
22/04/18 22:57:40,t,t
22/04/18 22:57:43,t,t
22/04/18 22:57:50,t,h
22/04/18 22:57:53,t,t
22/04/18 22:57:55,t,h
22/04/18 22:57:58,t,h
22/04/18 22:58:02,t,t
22/04/18 22:58:05,t,t
22/04/18 22:58:07,t,h
22/04/18 22:58:12,t,h
22/04/18 22:58:18,t,t
22/04/18 22:58:23,t,t
22/04/18 22:58:26,t,h
22/04/18 22:58:30,t,t
22/04/18 22:58:34,t,h
22/04/18 22:58:41,t,t
22/04/18 22:58:50,t,h
22/04/18 22:58:53,t,t
22/04/18 22:58:57,t,t
22/04/18 22:58:59,t,t
22/04/18 22:59:03,t,t
22/04/18 22:59:05,t,t
22/04/18 22:59:08,t,t
22/04/18 22:59:10,t,t
22/04/18 22:59:13,t,t
22/04/18 22:59:16,t,h
22/04/18 22:59:19,t,h
22/04/18 22:59:23,t,t
22/04/18 22:59:31,t,h
22/04/18 22:59:40,t,t
22/04/18 22:59:47,t,t
22/04/18 22:59:53,t,t
22/04/18 22:59:56,t,h
22/04/18 22:59:59,t,h
22/04/18 23:00:02,t,t
22/04/18 23:00:05,t,h
22/04/18 23:00:12,t,t
22/04/18 23:00:15,t,t
22/04/18 23:00:18,t,t
22/04/18 23:00:20,t,h
22/04/18 23:00:23,t,t
22/04/18 23:00:25,t,h
22/04/18 23:00:30,t,h
22/04/18 23:00:36,t,h
22/04/18 23:00:40,t,h
22/04/18 23:00:44,t,t
22/04/18 23:00:47,t,t
22/04/18 23:00:54,t,t
22/04/18 23:00:57,t,t
22/04/18 23:00:59,t,t
22/04/18 23:01:01,t,h
22/04/18 23:01:08,t,h
22/04/18 23:01:11,t,t
22/04/18 23:01:14,t,t
22/04/18 23:01:23,t,h
22/04/18 23:01:41,t,t
22/04/18 23:01:43,t,h
22/04/18 23:01:47,t,h
22/04/18 23:01:51,t,h
22/04/18 23:01:54,t,t
22/04/18 23:01:57,t,t
22/04/18 23:02:00,t,t
22/04/18 23:02:02,t,h
22/04/18 23:02:07,t,h
22/04/18 23:02:12,t,h
22/04/18 23:02:46,t,e
22/04/18 23:06:02,t,t
22/04/18 23:06:06,t,t
22/04/18 23:06:09,t,t
22/04/18 23:06:13,t,h
22/04/18 23:06:16,t,t
22/04/18 23:06:19,t,h
22/04/18 23:06:22,t,t
22/04/18 23:06:26,t,t
22/04/18 23:06:32,t,h
22/04/18 23:06:35,t,h
22/04/18 23:06:40,t,t
22/04/18 23:06:43,t,h
22/04/18 23:06:47,t,h
22/04/18 23:06:50,t,h
22/04/18 23:06:55,t,t
22/04/18 23:06:59,t,h
22/04/18 23:07:07,t,t
22/04/18 23:07:17,t,h
22/04/18 23:07:22,t,t
22/04/18 23:07:25,t,h
22/04/18 23:07:28,t,h
22/04/18 23:07:32,t,t
22/04/18 23:07:38,t,t
22/04/18 23:07:44,t,t
22/04/18 23:07:51,t,t
22/04/18 23:07:55,t,h
22/04/18 23:07:59,t,t
22/04/18 23:08:02,t,h
22/04/18 23:08:08,t,h
22/04/18 23:08:12,t,t
22/04/18 23:08:14,t,t
22/04/18 23:08:18,t,h
22/04/18 23:08:21,t,t
22/04/18 23:08:25,t,h
22/04/18 23:08:29,t,t
22/04/18 23:08:32,t,h
22/04/18 23:08:37,t,t
22/04/18 23:08:41,t,t
22/04/18 23:08:45,t,h
22/04/18 23:08:49,t,t
22/04/18 23:08:53,t,t
22/04/18 23:08:59,t,t
22/04/18 23:09:06,t,t
22/04/18 23:09:12,t,t
22/04/18 23:09:16,t,h
22/04/18 23:09:23,t,t
22/04/18 23:09:26,t,t
22/04/18 23:09:29,t,h
22/04/18 23:09:32,t,h
22/04/18 23:09:37,t,h
22/04/18 23:09:40,t,t
22/04/18 23:09:43,t,h
22/04/18 23:09:47,t,t
22/04/18 23:09:52,t,t
22/04/18 23:09:56,t,t
22/04/18 23:09:59,t,h
22/04/18 23:10:02,t,h
22/04/18 23:10:05,t,h
22/04/18 23:10:10,t,h
22/04/18 23:10:14,t,h
22/04/18 23:10:18,t,h
22/04/18 23:10:22,t,t
23/04/18 12:13:24,h,t
23/04/18 12:13:29,h,h
23/04/18 12:13:40,h,t
23/04/18 12:13:43,h,h
23/04/18 12:13:50,h,t
23/04/18 12:13:53,h,t
23/04/18 12:13:57,h,t
23/04/18 12:14:00,h,t
23/04/18 12:14:02,h,t
23/04/18 12:14:05,h,t
23/04/18 12:14:08,h,h
23/04/18 12:14:11,h,t
23/04/18 12:14:13,h,t
23/04/18 12:14:16,h,t
23/04/18 12:14:18,h,t
23/04/18 12:14:21,h,h
23/04/18 12:14:23,h,h
23/04/18 12:14:29,h,h
23/04/18 12:14:35,h,t
23/04/18 12:14:37,h,t
23/04/18 12:14:40,h,h
23/04/18 12:14:43,h,h
23/04/18 12:14:46,h,t
23/04/18 12:14:48,h,h
23/04/18 12:14:51,h,h
23/04/18 12:14:54,h,h
23/04/18 12:14:57,h,t
23/04/18 12:15:00,h,t
23/04/18 12:15:03,h,t
23/04/18 12:15:06,h,h
23/04/18 12:15:08,h,t
23/04/18 12:15:11,h,h
23/04/18 12:15:17,h,t
23/04/18 12:15:20,h,h
23/04/18 12:15:22,h,h
23/04/18 12:15:25,h,t
23/04/18 12:15:27,h,h
23/04/18 12:15:29,h,h
23/04/18 12:15:32,h,h
23/04/18 12:15:35,h,h
23/04/18 12:15:37,h,h
23/04/18 12:15:40,h,h
23/04/18 12:15:42,h,t
23/04/18 12:15:45,h,t
23/04/18 12:15:48,h,h
23/04/18 12:15:51,h,t
23/04/18 12:15:54,h,h
23/04/18 12:15:57,h,h
23/04/18 12:15:59,h,t
23/04/18 12:16:03,h,h
23/04/18 12:16:06,h,t
23/04/18 12:16:08,h,h
23/04/18 12:16:12,h,t
23/04/18 12:16:14,h,h
23/04/18 12:16:17,h,h
23/04/18 12:16:26,h,h
23/04/18 12:16:28,h,t
23/04/18 12:16:30,h,h
23/04/18 12:16:32,h,t
23/04/18 12:16:36,h,t
23/04/18 12:16:43,h,t
23/04/18 12:16:46,h,h
23/04/18 12:16:49,h,h
23/04/18 12:16:54,h,t
23/04/18 12:16:58,h,t
23/04/18 12:17:01,h,h
23/04/18 12:17:04,h,t
23/04/18 12:17:06,h,h
23/04/18 12:17:09,h,h
23/04/18 12:17:12,h,t
23/04/18 12:17:15,h,h
23/04/18 12:17:20,h,t
23/04/18 12:17:22,h,h
23/04/18 12:17:25,h,t
23/04/18 12:17:28,h,h
23/04/18 12:17:37,h,h
23/04/18 12:17:39,h,t
23/04/18 12:17:42,h,h
23/04/18 12:17:44,h,h
23/04/18 12:17:48,h,t
23/04/18 12:17:52,h,t
23/04/18 12:17:55,h,t
23/04/18 12:17:58,h,h
23/04/18 12:18:05,h,t
23/04/18 12:18:09,h,h
23/04/18 12:18:12,h,h
23/04/18 12:18:15,h,t
23/04/18 12:18:18,h,t
23/04/18 12:18:21,h,t
23/04/18 12:18:23,h,t
23/04/18 12:18:26,h,t
23/04/18 12:18:29,h,t
23/04/18 12:18:35,h,h
23/04/18 12:18:39,h,t
23/04/18 12:18:44,h,t
23/04/18 12:18:47,h,t
23/04/18 12:18:50,h,t
23/04/18 12:18:55,h,t
23/04/18 12:18:58,h,t
23/04/18 12:19:01,h,h
23/04/18 12:19:05,h,t
23/04/18 12:19:12,h,t
23/04/18 12:19:15,h,h
23/04/18 12:19:17,h,h
23/04/18 12:19:20,h,t
23/04/18 12:19:22,h,t
23/04/18 12:19:24,h,t
23/04/18 12:19:27,h,t
23/04/18 12:19:30,h,h
23/04/18 12:19:32,h,t
23/04/18 12:19:35,h,h
23/04/18 12:19:38,h,t
23/04/18 12:19:41,h,t
23/04/18 12:19:44,h,t
23/04/18 12:20:04,h,t
23/04/18 12:20:07,h,t
23/04/18 12:20:10,h,h
23/04/18 12:20:13,h,h
23/04/18 12:20:17,h,h
23/04/18 12:20:19,h,h
23/04/18 12:20:24,h,h
23/04/18 12:20:26,h,t
23/04/18 12:20:29,h,h
23/04/18 12:20:32,h,h
23/04/18 12:20:36,h,t
23/04/18 12:20:38,h,h
23/04/18 12:20:41,h,h
23/04/18 12:20:44,h,t
23/04/18 12:20:46,h,h
23/04/18 12:20:48,h,h
23/04/18 12:20:51,h,t
23/04/18 12:20:54,h,h
23/04/18 12:20:56,h,h
23/04/18 12:21:00,h,h
23/04/18 12:21:03,h,h
23/04/18 12:21:05,h,h
23/04/18 12:21:08,h,t
23/04/18 12:21:11,h,t
23/04/18 12:21:39,h,t
23/04/18 12:21:42,h,t
23/04/18 12:21:47,h,h
23/04/18 12:21:50,h,t
23/04/18 12:21:52,h,t
23/04/18 12:21:56,h,t
23/04/18 12:21:59,h,h
23/04/18 12:22:03,h,t
23/04/18 12:22:06,h,t
23/04/18 12:22:10,h,t
23/04/18 12:22:15,h,h
23/04/18 12:22:18,h,h
23/04/18 12:22:21,h,h
23/04/18 12:22:23,h,t
23/04/18 12:22:25,h,h
23/04/18 12:22:28,h,h
23/04/18 12:22:30,h,t
23/04/18 12:22:33,h,t
23/04/18 12:22:37,h,t
23/04/18 12:22:40,h,h
23/04/18 12:22:43,h,t
23/04/18 12:22:45,h,t
23/04/18 12:22:54,h,h
23/04/18 12:22:57,h,t
23/04/18 12:23:00,h,t
23/04/18 12:23:03,h,h
23/04/18 12:23:06,h,h
23/04/18 12:23:09,h,h
23/04/18 12:23:16,h,h
23/04/18 12:23:18,h,h
23/04/18 12:23:23,h,h
23/04/18 12:23:26,h,h
23/04/18 12:23:32,h,h
23/04/18 12:23:34,h,h
23/04/18 12:23:37,h,h
23/04/18 12:23:39,h,h
23/04/18 12:23:42,h,t
23/04/18 12:23:45,h,h
23/04/18 12:23:50,h,h
23/04/18 12:23:55,h,t
23/04/18 12:23:58,h,h
23/04/18 12:24:00,h,t
23/04/18 12:24:03,h,t
23/04/18 12:24:07,h,t
23/04/18 12:24:09,h,h
23/04/18 12:24:12,h,h
23/04/18 12:24:14,h,t
23/04/18 12:24:17,h,t
23/04/18 12:24:20,h,h
23/04/18 12:24:22,h,t
23/04/18 12:24:25,h,h
23/04/18 12:24:28,h,t
23/04/18 12:24:30,h,t
23/04/18 12:24:33,h,h
23/04/18 12:24:36,h,t
23/04/18 12:24:43,h,h
23/04/18 12:24:47,h,h
23/04/18 12:24:50,h,t
23/04/18 12:24:53,h,h
23/04/18 12:24:55,h,h
23/04/18 12:24:58,h,t
23/04/18 12:25:01,h,t
23/04/18 12:25:03,h,h
23/04/18 12:25:06,h,t
23/04/18 12:25:09,h,t
23/04/18 12:25:12,h,t
23/04/18 12:25:14,h,t
23/04/18 12:25:17,h,h
23/04/18 12:25:19,h,t
23/04/18 12:25:22,h,t
23/04/18 12:25:25,h,t
23/04/18 12:25:31,h,t
23/04/18 12:25:35,h,h
23/04/18 12:25:37,h,t
23/04/18 12:25:42,h,h
23/04/18 12:25:45,h,h
23/04/18 12:25:48,h,t
23/04/18 12:25:51,h,h
23/04/18 12:25:54,h,t
23/04/18 12:25:56,h,h
23/04/18 12:25:59,h,t
23/04/18 12:26:01,h,t
23/04/18 12:26:04,h,t
23/04/18 12:26:07,h,t
23/04/18 12:26:10,h,t
23/04/18 12:26:12,h,h
23/04/18 12:26:15,h,h
23/04/18 12:26:18,h,h
23/04/18 12:26:20,h,t
23/04/18 12:26:25,h,h
23/04/18 12:26:27,h,h
23/04/18 12:26:31,h,t
23/04/18 12:26:33,h,t
23/04/18 12:26:36,h,h
23/04/18 12:26:39,h,h
23/04/18 12:26:41,h,h
23/04/18 12:26:43,h,t
23/04/18 12:26:46,h,h
23/04/18 12:26:49,h,h
23/04/18 12:26:53,h,h
23/04/18 12:27:02,h,t
23/04/18 12:27:05,h,h
23/04/18 12:27:27,h,e
23/04/18 12:27:51,h,t
23/04/18 12:27:56,h,t
23/04/18 12:27:58,h,t
23/04/18 12:28:23,h,h
23/04/18 12:28:26,h,h
23/04/18 12:28:28,h,t
23/04/18 12:28:35,h,t
23/04/18 12:28:41,h,h
23/04/18 12:28:43,h,h
23/04/18 12:28:46,h,h
23/04/18 12:28:48,h,h
23/04/18 12:28:51,h,h
23/04/18 12:28:53,h,t
23/04/18 12:28:56,h,t
23/04/18 12:29:00,h,h
23/04/18 12:29:03,h,t
23/04/18 12:29:06,h,t
23/04/18 12:29:08,h,t
23/04/18 12:29:11,h,h
23/04/18 12:29:14,h,h
23/04/18 12:29:16,h,t
23/04/18 12:29:19,h,h
23/04/18 12:29:22,h,h
23/04/18 12:29:24,h,h
23/04/18 12:29:27,h,h
23/04/18 12:29:37,h,t
23/04/18 12:29:44,h,h
23/04/18 12:29:47,h,h
23/04/18 12:29:54,h,h
23/04/18 12:29:57,h,h
23/04/18 12:30:00,h,t
23/04/18 12:30:02,h,h
23/04/18 12:30:05,h,h
23/04/18 12:30:09,h,t
23/04/18 12:30:11,h,t
23/04/18 12:30:15,h,t
23/04/18 12:30:17,h,t
23/04/18 12:30:20,h,t
23/04/18 12:30:23,h,t
23/04/18 12:30:26,h,h
23/04/18 12:30:29,h,t
23/04/18 12:30:34,h,h
23/04/18 12:30:39,h,t
23/04/18 12:30:42,h,h
23/04/18 12:30:44,h,t
23/04/18 12:30:48,h,t
23/04/18 12:30:51,h,t
23/04/18 12:30:54,h,h
23/04/18 12:31:02,h,t
23/04/18 12:31:06,h,t
23/04/18 12:31:10,h,h
23/04/18 12:31:13,h,t
23/04/18 12:31:19,h,t
23/04/18 12:31:22,h,h
23/04/18 12:31:25,h,h
23/04/18 12:31:28,h,h
23/04/18 12:31:31,h,h
23/04/18 12:31:34,h,h
23/04/18 12:31:37,h,t
23/04/18 12:31:40,h,t
23/04/18 12:31:48,h,t
23/04/18 12:31:51,h,h
23/04/18 12:31:54,h,t
23/04/18 12:32:01,h,t
23/04/18 12:32:04,h,t
23/04/18 12:32:06,h,h
23/04/18 12:32:13,h,t
23/04/18 12:32:16,h,t
23/04/18 12:32:18,h,h
23/04/18 12:32:25,h,t
23/04/18 12:32:29,h,t
23/04/18 12:32:32,h,t
23/04/18 12:32:36,h,h
23/04/18 12:32:39,h,h
23/04/18 12:32:41,h,t
23/04/18 12:32:44,h,h
23/04/18 12:32:46,h,h
23/04/18 12:32:49,h,h
23/04/18 12:32:52,h,t
23/04/18 12:32:57,h,h
23/04/18 12:33:06,h,h
23/04/18 12:33:08,h,h
23/04/18 12:33:11,h,t
23/04/18 12:33:14,h,t
23/04/18 12:33:21,h,h
23/04/18 12:33:24,h,t
23/04/18 12:33:26,h,h
23/04/18 12:33:29,h,t
23/04/18 12:33:32,h,h
23/04/18 12:33:35,h,t
23/04/18 12:33:38,h,h
23/04/18 12:33:42,h,h
23/04/18 12:34:36,h,h
23/04/18 12:34:40,h,t
23/04/18 12:34:45,h,h
23/04/18 12:34:48,h,h
23/04/18 12:34:50,h,h
23/04/18 12:34:53,h,t
23/04/18 12:34:58,h,h
23/04/18 12:35:01,h,h
23/04/18 12:35:04,h,h
23/04/18 12:35:06,h,h
23/04/18 12:35:09,h,t
23/04/18 12:35:12,h,t
23/04/18 12:35:15,h,t
23/04/18 12:35:17,h,h
23/04/18 12:35:20,h,t
23/04/18 12:35:24,h,h
23/04/18 12:35:26,h,t
23/04/18 12:35:29,h,t
23/04/18 12:35:32,h,t
23/04/18 12:35:35,h,t
23/04/18 12:35:38,h,t
23/04/18 12:35:41,h,t
23/04/18 12:35:43,h,h
23/04/18 12:35:47,h,t
23/04/18 12:35:49,h,t
23/04/18 12:35:52,h,t
23/04/18 12:35:55,h,t
23/04/18 12:35:57,h,t
23/04/18 12:36:00,h,h
23/04/18 12:36:02,h,h
23/04/18 12:36:07,h,t
23/04/18 12:36:09,h,h
23/04/18 12:36:12,h,h
23/04/18 12:36:15,h,h
23/04/18 12:36:18,h,h
23/04/18 12:36:20,h,t
23/04/18 12:36:23,h,h
23/04/18 12:36:26,h,t
23/04/18 12:36:28,h,t
23/04/18 12:36:31,h,h
23/04/18 12:36:34,h,t
23/04/18 12:36:36,h,h
23/04/18 12:36:42,h,h
23/04/18 12:36:44,h,t
23/04/18 12:36:47,h,t
23/04/18 12:36:53,h,t
23/04/18 12:36:56,h,t
23/04/18 12:37:00,h,h
23/04/18 12:37:05,h,h
23/04/18 12:37:08,h,t
23/04/18 12:37:11,h,h
23/04/18 12:37:13,h,h
23/04/18 12:37:18,h,h
23/04/18 12:37:20,h,t
23/04/18 12:37:23,h,t
23/04/18 12:37:26,h,t
23/04/18 12:37:29,h,h
23/04/18 12:37:31,h,h
23/04/18 12:37:34,h,h
23/04/18 12:37:36,h,h
23/04/18 12:37:39,h,h
23/04/18 12:37:41,h,h
23/04/18 12:37:44,h,t
23/04/18 12:37:48,h,t
23/04/18 12:37:51,h,h
23/04/18 12:37:53,h,t
23/04/18 12:37:56,h,h
23/04/18 12:37:58,h,h
23/04/18 12:38:01,h,h
23/04/18 12:38:03,h,h
23/04/18 12:38:06,h,h
23/04/18 12:38:09,h,t
23/04/18 12:38:12,h,t
23/04/18 12:38:15,h,h
23/04/18 12:38:18,h,t
23/04/18 12:38:21,h,t
23/04/18 12:38:25,h,t
23/04/18 12:38:28,h,t
23/04/18 12:38:31,h,t
23/04/18 12:38:36,h,t
23/04/18 12:38:40,h,h
23/04/18 12:38:42,h,h
23/04/18 12:38:45,h,h
23/04/18 12:38:48,h,t
23/04/18 12:38:55,h,h
23/04/18 12:38:57,h,h
23/04/18 12:39:00,h,t
23/04/18 12:39:04,h,h
23/04/18 12:39:06,h,t
23/04/18 12:39:10,h,t
23/04/18 12:39:13,h,h
23/04/18 12:39:16,h,h
23/04/18 12:39:18,h,h
23/04/18 12:39:20,h,h
23/04/18 12:39:25,h,t
23/04/18 12:39:28,h,t
23/04/18 12:39:31,h,h
23/04/18 12:39:34,h,t
23/04/18 12:39:37,h,h
23/04/18 12:39:39,h,t
23/04/18 12:39:42,h,t
23/04/18 12:39:49,h,h
23/04/18 12:39:52,h,t
23/04/18 12:39:56,h,t
23/04/18 12:40:00,h,h
23/04/18 12:40:03,h,t
23/04/18 12:40:08,h,h
23/04/18 12:40:13,h,t
23/04/18 12:40:16,h,h
23/04/18 12:40:19,h,t
23/04/18 12:40:22,h,t
23/04/18 12:40:26,h,h
23/04/18 12:40:30,h,t
23/04/18 12:40:32,h,h
23/04/18 12:40:35,h,h
23/04/18 12:40:38,h,h
23/04/18 12:40:40,h,h
23/04/18 12:40:47,h,t
23/04/18 12:40:50,h,h
23/04/18 12:40:53,h,t
23/04/18 12:40:56,h,t
23/04/18 12:40:59,h,h
23/04/18 12:41:02,h,t
23/04/18 12:41:05,h,h
23/04/18 12:41:08,h,h
23/04/18 12:41:10,h,h
23/04/18 12:41:13,h,h
23/04/18 12:41:16,h,t
23/04/18 12:41:19,h,h
23/04/18 12:41:22,h,h
23/04/18 12:41:24,h,h
23/04/18 12:41:27,h,h
23/04/18 12:41:29,h,t
23/04/18 12:41:34,h,t
23/04/18 12:42:25,h,e
23/04/18 12:43:03,h,t
23/04/18 12:43:28,h,t
23/04/18 12:43:31,h,t
23/04/18 12:43:37,h,t
23/04/18 12:43:40,h,t
23/04/18 12:43:42,h,t
23/04/18 12:43:45,h,h
23/04/18 12:43:48,h,t
23/04/18 12:43:52,h,h
23/04/18 12:43:55,h,h
23/04/18 12:43:57,h,h
23/04/18 12:44:00,h,t
23/04/18 12:44:03,h,t
23/04/18 12:44:06,h,h
23/04/18 12:44:08,h,h
23/04/18 12:44:12,h,h
23/04/18 12:44:14,h,h
23/04/18 12:44:16,h,h
23/04/18 12:44:19,h,h
23/04/18 12:44:22,h,h
23/04/18 12:44:26,h,t
23/04/18 12:44:31,h,h
23/04/18 12:44:34,h,t
23/04/18 12:44:39,h,t
23/04/18 12:44:41,h,t
23/04/18 12:44:45,h,t
23/04/18 12:44:48,h,t
23/04/18 12:44:51,h,h
23/04/18 12:44:53,h,h
23/04/18 12:44:56,h,h
23/04/18 12:44:58,h,h
23/04/18 12:45:02,h,t
23/04/18 12:45:19,t,h
23/04/18 12:45:23,t,h
23/04/18 12:45:27,t,t
23/04/18 12:45:29,t,h
23/04/18 12:45:34,t,t
23/04/18 12:45:37,t,h
23/04/18 12:45:40,t,t
23/04/18 12:45:44,t,h
23/04/18 12:45:48,t,t
23/04/18 12:45:51,t,t
23/04/18 12:45:53,t,t
23/04/18 12:45:56,t,h
23/04/18 12:46:03,t,h
23/04/18 12:46:08,t,h
23/04/18 12:46:11,t,h
23/04/18 12:46:17,t,h
23/04/18 12:46:21,t,t
23/04/18 12:46:25,t,t
23/04/18 12:46:28,t,h
23/04/18 12:46:31,t,h
23/04/18 12:46:35,t,t
23/04/18 12:46:38,t,h
23/04/18 12:46:43,t,t
23/04/18 12:46:48,t,h
23/04/18 12:46:51,t,t
23/04/18 12:46:55,t,t
23/04/18 12:46:58,t,h
23/04/18 12:47:02,t,h
23/04/18 12:47:08,t,h
23/04/18 12:47:11,t,h
23/04/18 12:47:14,t,h
23/04/18 12:47:18,t,h
23/04/18 12:47:21,t,h
23/04/18 12:47:25,t,t
23/04/18 12:47:30,t,h
23/04/18 12:47:33,t,t
23/04/18 12:47:36,t,h
23/04/18 12:47:47,t,t
23/04/18 12:47:49,t,h
23/04/18 12:47:53,t,h
23/04/18 12:48:00,t,t
23/04/18 12:48:03,t,t
23/04/18 12:48:06,t,t
23/04/18 12:48:09,t,t
23/04/18 12:48:11,t,t
23/04/18 12:48:14,t,t
23/04/18 12:48:18,t,t
23/04/18 12:48:20,t,t
23/04/18 12:48:24,t,h
23/04/18 12:48:27,t,t
23/04/18 12:48:30,t,t
23/04/18 12:48:32,t,t
23/04/18 12:48:35,t,t
23/04/18 12:48:40,t,t
23/04/18 12:48:44,t,h
23/04/18 12:48:48,t,t
23/04/18 12:48:50,t,t
23/04/18 12:48:53,t,h
23/04/18 12:48:55,t,t
23/04/18 12:48:58,t,t
23/04/18 12:49:01,t,h
23/04/18 12:49:08,t,t
23/04/18 12:49:12,t,h
23/04/18 12:49:18,t,h
23/04/18 12:49:22,t,h
23/04/18 12:49:26,t,h
23/04/18 12:49:30,t,h
23/04/18 12:49:34,t,t
23/04/18 12:49:37,t,h
23/04/18 12:49:41,t,t
23/04/18 12:49:44,t,h
23/04/18 12:49:48,t,t
23/04/18 12:49:52,t,t
23/04/18 12:49:55,t,t
23/04/18 12:49:57,t,h
23/04/18 12:50:00,t,t
23/04/18 12:50:02,t,h
23/04/18 12:50:06,t,h
23/04/18 12:50:09,t,h
23/04/18 12:50:13,t,t
23/04/18 12:50:17,t,t
23/04/18 12:50:21,t,t
23/04/18 12:50:23,t,h
23/04/18 12:50:26,t,t
23/04/18 12:50:29,t,t
23/04/18 12:50:32,t,t
23/04/18 12:50:35,t,t
23/04/18 12:50:45,t,h
23/04/18 12:50:49,t,h
23/04/18 12:50:52,t,t
23/04/18 12:50:57,t,h
23/04/18 12:51:00,t,t
23/04/18 12:51:06,t,t
23/04/18 12:51:09,t,h
23/04/18 12:51:13,t,h
23/04/18 12:51:18,t,t
23/04/18 12:51:20,t,h
23/04/18 12:51:25,t,h
23/04/18 12:51:28,t,h
23/04/18 12:51:31,t,t
23/04/18 12:51:35,t,t
23/04/18 12:51:37,t,t
23/04/18 12:51:39,t,t
23/04/18 12:51:42,t,h
23/04/18 12:51:46,t,t
23/04/18 12:51:49,t,h
23/04/18 12:51:52,t,h
23/04/18 12:51:56,t,t
23/04/18 12:51:58,t,t
23/04/18 12:52:01,t,t
23/04/18 12:52:03,t,t
23/04/18 12:52:05,t,h
23/04/18 12:52:09,t,t
23/04/18 12:52:11,t,h
23/04/18 12:52:15,t,h
23/04/18 12:52:19,t,h
23/04/18 12:52:24,t,t
23/04/18 12:52:26,t,t
23/04/18 12:52:33,t,h
23/04/18 12:52:38,t,t
23/04/18 12:52:40,t,t
23/04/18 12:52:42,t,t
23/04/18 12:52:45,t,h
23/04/18 12:52:49,t,h
23/04/18 12:52:52,t,t
23/04/18 12:52:55,t,t
23/04/18 12:52:58,t,h
23/04/18 12:53:04,t,h
23/04/18 12:53:08,t,h
23/04/18 12:53:11,t,t
23/04/18 12:53:20,t,t
23/04/18 12:53:24,t,h
23/04/18 12:53:26,t,t
23/04/18 12:53:29,t,h
23/04/18 12:53:33,t,h
23/04/18 12:53:37,t,h
23/04/18 12:53:41,t,t
23/04/18 12:53:44,t,t
23/04/18 12:53:49,t,h
23/04/18 12:53:53,t,h
23/04/18 12:53:57,t,h
23/04/18 12:54:01,t,h
23/04/18 12:54:07,t,h
23/04/18 12:54:10,t,t
23/04/18 12:54:13,t,h
23/04/18 12:54:18,t,h
23/04/18 12:54:25,t,h
23/04/18 12:54:32,t,t
23/04/18 12:54:34,t,h
23/04/18 12:54:37,t,t
23/04/18 12:54:41,t,t
23/04/18 12:54:45,t,h
23/04/18 12:54:52,t,t
23/04/18 12:54:54,t,h
23/04/18 12:54:57,t,h
23/04/18 12:55:01,t,h
23/04/18 12:55:08,t,t
23/04/18 12:55:12,t,t
23/04/18 12:55:15,t,h
23/04/18 12:55:21,t,t
23/04/18 12:55:27,t,h
23/04/18 12:55:32,t,t
23/04/18 12:55:34,t,t
23/04/18 12:55:36,t,t
23/04/18 12:55:40,t,t
23/04/18 12:55:42,t,h
23/04/18 12:58:11,t,h
23/04/18 12:58:15,t,t
23/04/18 12:58:19,t,t
23/04/18 12:58:27,t,t
23/04/18 12:58:37,t,h
23/04/18 12:58:49,t,t
23/04/18 12:58:51,t,t
23/04/18 12:58:53,t,h
23/04/18 12:58:57,t,t
23/04/18 12:59:02,t,h
23/04/18 12:59:07,t,h
23/04/18 12:59:10,t,t
23/04/18 12:59:13,t,t
23/04/18 12:59:17,t,h
23/04/18 12:59:20,t,t
23/04/18 12:59:23,t,h
23/04/18 12:59:25,t,t
23/04/18 12:59:30,t,t
23/04/18 12:59:32,t,t
23/04/18 12:59:34,t,h
23/04/18 12:59:37,t,t
23/04/18 12:59:40,t,h
23/04/18 12:59:43,t,h
23/04/18 12:59:48,t,t
23/04/18 12:59:51,t,t
23/04/18 12:59:54,t,t
23/04/18 12:59:57,t,t
23/04/18 13:00:00,t,t
23/04/18 13:00:02,t,t
23/04/18 13:00:05,t,h
23/04/18 13:00:09,t,t
23/04/18 13:00:12,t,h
23/04/18 13:00:16,t,h
23/04/18 13:00:19,t,t
23/04/18 13:00:22,t,t
23/04/18 13:00:24,t,t
23/04/18 13:00:26,t,t
23/04/18 13:00:29,t,h
23/04/18 13:00:31,t,h
23/04/18 13:00:35,t,h
23/04/18 13:00:39,t,h
23/04/18 13:00:42,t,t
23/04/18 13:00:45,t,t
23/04/18 13:00:47,t,t
23/04/18 13:00:50,t,h
23/04/18 13:00:53,t,h
23/04/18 13:00:55,t,h
23/04/18 13:00:59,t,h
23/04/18 13:01:03,t,h
23/04/18 13:01:07,t,h
23/04/18 13:01:11,t,h
23/04/18 13:01:14,t,t
23/04/18 13:01:18,t,t
23/04/18 13:01:21,t,h
23/04/18 13:01:25,t,t
23/04/18 13:01:33,t,h
23/04/18 13:01:36,t,h
23/04/18 13:01:39,t,t
23/04/18 13:01:44,t,t
23/04/18 13:01:47,t,t
23/04/18 13:01:54,t,t
23/04/18 13:01:56,t,h
23/04/18 13:02:00,t,t
23/04/18 13:02:02,t,t
23/04/18 13:02:05,t,t
23/04/18 13:02:08,t,t
23/04/18 13:02:10,t,h
23/04/18 13:02:14,t,h
23/04/18 13:02:18,t,t
23/04/18 13:02:20,t,t
23/04/18 13:02:22,t,h
23/04/18 13:02:26,t,t
23/04/18 13:02:29,t,t
23/04/18 13:02:33,t,t
23/04/18 13:02:35,t,t
23/04/18 13:02:38,t,t
